Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / United States,Price / United States,Compare At Price / United States,Included / International,Price / International,Compare At Price / International,Status
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,S,,,11231105608773546504,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,S,,,33244803976450344660,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,S,,,23879793474879064139,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Sport Grey,,M,,,29294659996782385617,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/8676389368834476941_2048.jpg?v=1704440535,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,M,,,15762921517266892180,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5787868740951863707_2048.jpg?v=1704440537,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,M,,,19080898814554010305,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/13633573248805898514_2048.jpg?v=1704440538,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,M,,,72805922417029000543,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/15856623822766804827_2048.jpg?v=1704440540,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Sport Grey,,L,,,25893390547943916250,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/7054029646722558962_2048.jpg?v=1704440541,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,L,,,10265175576466972404,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/18411450417397165941_2048.jpg?v=1704440542,10,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,L,,,62707703779117603980,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14791123476829899364_2048.jpg?v=1704440543,11,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,L,,,21548701217252658076,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/2035618268583633680_2048.jpg?v=1704440544,12,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Sport Grey,,XL,,,72604730352180780023,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5817982965052079220_2048.jpg?v=1704440546,13,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,XL,,,32054758301918779632,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16819569553727772346_2048.jpg?v=1704440547,14,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,XL,,,56333883185007559809,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/13819205130780455226_2048.jpg?v=1704440547,15,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,XL,,,32273079825071050596,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/8916531551637550101_2048.jpg?v=1704440549,16,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,9.59,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Sport Grey,,2XL,,,18076121861998300226,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,lb,,10.96,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,2XL,,,32482758797719455519,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,10.96,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,2XL,,,33258287684554889418,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,10.96,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,2XL,,,74452627155424575023,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,10.96,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Sport Grey,,3XL,,,16228514261760662632,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11140560478244161140_2048.jpg?v=1704440531,lb,,12.12,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,White,,3XL,,,54514287616424912821,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12058167826146434253_2048.jpg?v=1704440530,lb,,12.12,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Natural,,3XL,,,74217574957442184287,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5950915187884710689_2048.jpg?v=1704440532,lb,,12.12,,,,,,,
knowledge-domain-cleric-t-shirt-i-heal-and-i-know-things-d-d-inspired-humor-tee,,,,,,,,,Ice Grey,,3XL,,,21036321916162316509,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/1245579906180606999_2048.jpg?v=1704440534,lb,,12.12,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,Druid Goodberry Humor T-Shirt - 'Can I Interest You in a Berry?' Dungeons & Dragons Inspired Tee,"<p>Summon laughter with our witty Druid Goodberry Humor T-Shirt. Drawing inspiration from the spell Goodberry and popular humor, this shirt poses the question, ""Can I interest you in a berry in these trying times?"" – perfect for fans of Dungeons &amp; Dragons and the whimsical ways of druids. Made from soft, breathable fabric for utmost comfort, this shirt is ideal for game nights, casual outings, or simply as a unique addition to your wardrobe. The simple, bold design stands out, allowing you to express your love for D&amp;D with a dose of humor. So, why not interest someone in this berry good shirt today? The unisex soft-style t-shirt puts a new spin on casual comfort. Made from very soft materials, this tee is 100% cotton for solid colors. Heather colors and sports grey include polyester. The shoulders have twill tape for improved durability. There are no side seams. The collar is made with ribbed knitting to prevent curling damage.</p>
<p>.: 100% ring-spun cotton (fiber content may vary for different colors)</p>
<p>.: Light fabric (4.5 oz/yd² (153 g/m²))</p>
<p>.: Eurofit</p>
<p>.: Tear-away label</p>
<p>.: Runs true to size</p>
<p> </p>
<table id=""size-guide"" style=""min-width: 360px;"">
<thead>
<tr>
<th style=""padding: 10px;""> </th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">S</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">M</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">L</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">XL</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">2XL</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">3XL</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Width, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">45.72</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">50.80</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">55.88</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">60.96</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">66.04</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">71.12</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Length, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">71.12</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">73.66</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">76.20</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">78.74</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">81.28</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">83.82</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Sleeve length, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">20.90</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">21.60</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">22.20</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">22.90</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">23.50</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">24.10</td>
</tr>
</tbody>
</table>
<p> </p>",Printify,,T-Shirt,"Cotton, Crew neck, d&d shirt, d&d t-shirt, druid shirt, druid t-shirt, DTG, dungeons and dragons, dungeons and dragons gifts, dungeons and dragons t-shirt, goodberry t-shirt, Men's Clothing, Regular fit, T-shirts, Women's Clothing",true,Color,Sport Grey,Size,S,,,17299460029743359408,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,9.59,true,,,true,,,active
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,S,,,20543150545686387666,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,2,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,S,,,65170353879173457381,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,3,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,S,,,14277526723138619370,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,4,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Sport Grey,,M,,,20391921213993260720,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/13787484297757521993_2048.jpg?v=1704440425,5,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,M,,,32020973077799895321,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/3617230699099587288_2048.jpg?v=1704440426,6,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,M,,,33548627446381622533,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/2596286297517179509_2048.jpg?v=1704440428,7,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,M,,,22195762978827479333,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16745295656454435373_2048.jpg?v=1704440429,8,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Sport Grey,,L,,,12874592521283996320,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/15046534155742534992_2048.jpg?v=1704440431,9,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,L,,,14790908586516831797,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/13657528015605537971_2048.jpg?v=1704440432,10,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,L,,,32599321642063531918,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/5298195868461145787_2048.jpg?v=1704440434,11,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,L,,,10663706138889713754,100.017117585,,deny,printify,19.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/27166049133726622_2048.jpg?v=1704440435,12,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Sport Grey,,XL,,,14341322970115234129,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,XL,,,27409582353759270597,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,XL,,,13882533413341057742,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,XL,,,47716329681022347369,100.017117585,,deny,printify,19.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,9.59,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Sport Grey,,2XL,,,16706950685108079186,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,10.96,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,2XL,,,22460562275533622172,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,10.96,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,2XL,,,67683924352717072686,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,10.96,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,2XL,,,15889685473785369006,100.017117585,,deny,printify,21.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,10.96,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Sport Grey,,3XL,,,22878671111182054876,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/16165703390887277295_2048.jpg?v=1704440420,lb,,12.12,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,White,,3XL,,,12717521577815202391,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/12136629284954988283_2048.jpg?v=1704440421,lb,,12.12,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Natural,,3XL,,,88488399531849912931,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/6770974568343884949_2048.jpg?v=1704440422,lb,,12.12,,,,,,,
druid-goodberry-humor-t-shirt-can-i-interest-you-in-a-berry-dungeons-dragons-inspired-tee,,,,,,,,,Ice Grey,,3XL,,,28862472063203389706,100.017117585,,deny,printify,24.99,,true,true,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14509335544699235175_2048.jpg?v=1704440424,lb,,12.12,,,,,,,
nat-20-on-vacation-checks-beach-towel-perfect-dungeons-dragons-gift-for-tabletop-gamers-and-beach-lovers,Nat 20 on Vacation Checks Beach Towel - Perfect Dungeons & Dragons Gift for Tabletop Gamers and Beach Lovers,"<p>Stay on a roll even on vacation with our ""Nat 20 on Vacation Checks"" Beach Towel. Inspired by the thrilling world of Dungeons &amp; Dragons, this beach towel features a vibrant design of a D20 rolling a natural 20, surrounded by a tropical beach wave setting. Whether you're taking a break from the gaming table or diving into the waves, this towel is perfect for anyone who brings the spirit of adventure with them everywhere they go. The towel is made from cozy cotton terry and soft polyester for ultimate absorbency and durability. It's available in two generous sizes, perfect for lounging on the sand or drying off after a swim. This D&amp;D-themed beach towel is the perfect blend of nerd culture and beach vacation vibes, making it a must-have for your summer escapades or as a unique gift for the D&amp;D player in your life. Beach days are always a bliss – showing up with a luxuriously soft and customized beach towel however can add a bit more sunshine to your day.</p>
<p>.: 50% Polyester 50% Cotton</p>
<p>.: White cotton loop backing</p>
<p>.: One-sided print</p>
<p> </p>
<table id=""size-guide"" style=""min-width: 360px;"">
<thead>
<tr>
<th style=""padding: 10px;""> </th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">30"" × 60""</th>
<th style=""color: #000000; font-weight: 500; text-align: left; font-size: 15px; padding: 10px;"">36"" × 72""</th>
</tr>
</thead>
<tbody>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Length, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">76.20</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">91.44</td>
</tr>
<tr>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">Height, cm</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">152.40</td>
<td style=""padding: 10px; color: #525252; font-size: 15px; border-top: 1px solid #ededed; word-break: break-word;"">182.88</td>
</tr>
</tbody>
</table>
<p> </p>",Printify,,Home Decor,"Bath, Bathroom, d&d, d&d beach towel, d&d towel, dungeons and dragons, dungeons and dragons beach towel, Home & Living, Seasonal Picks, Summer Challenge Picks, Towel, Towels",true,Size,"30"" × 60""",,,,,81281490293035772237,100.017117585,,deny,printify,39.99,,true,true,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/14195829229234837994_2048.jpg?v=1704440278,1,,false,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0753/0866/3058/files/11985038385756029131_2048.jpg?v=1704440281,lb,,19.22,true,,,true,,,active
